epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
71,212.958,0.88372,0.58532,0.95578,0.97067,0.96106,0.9764,0.77963,0.74283,0.44828,0.92234,0.00038375,0.00038375,0.00038375
72,215.97,0.8502,0.55631,0.93571,0.98198,0.9502,0.9774,0.76648,0.80209,0.46482,0.94142,0.000371375,0.000371375,0.000371375
73,218.765,0.85937,0.54777,0.93983,0.98352,0.95308,0.97481,0.71817,0.92065,0.50258,0.9746,0.000359,0.000359,0.000359
74,221.598,0.83124,0.53981,0.93374,0.99237,0.96091,0.98621,0.77628,0.74434,0.44327,0.91768,0.000346625,0.000346625,0.000346625
75,224.516,0.83086,0.54469,0.94214,0.98644,0.95625,0.98408,0.78647,0.72942,0.45809,0.91125,0.00033425,0.00033425,0.00033425
76,227.414,0.81908,0.54097,0.93395,0.98985,0.96185,0.98381,0.78808,0.72367,0.45425,0.91824,0.000321875,0.000321875,0.000321875
77,230.28,0.8154,0.54318,0.93083,0.98853,0.95897,0.98241,0.78859,0.68145,0.44457,0.89301,0.0003095,0.0003095,0.0003095
78,233.295,0.79415,0.53565,0.92665,0.97868,0.963,0.9845,0.77542,0.69789,0.44265,0.90424,0.000297125,0.000297125,0.000297125
79,236.275,0.79001,0.53194,0.91151,0.98306,0.963,0.98244,0.74452,0.81334,0.4697,0.93478,0.00028475,0.00028475,0.00028475
80,239.304,0.82223,0.52974,0.9371,0.9787,0.96338,0.98521,0.75988,0.74527,0.4577,0.90807,0.000272375,0.000272375,0.000272375
81,242.209,0.80684,0.54805,0.92289,0.97895,0.96643,0.98425,0.7599,0.72823,0.44944,0.9096,0.00026,0.00026,0.00026
82,245.035,0.80097,0.52447,0.92225,0.97764,0.96113,0.98204,0.79619,0.68795,0.42438,0.90411,0.000247625,0.000247625,0.000247625
83,248.072,0.81594,0.5308,0.93547,0.98273,0.96112,0.9871,0.80665,0.66059,0.43222,0.88996,0.00023525,0.00023525,0.00023525
84,251.173,0.78913,0.54447,0.91172,0.9844,0.96113,0.98569,0.79713,0.69786,0.44042,0.89771,0.000222875,0.000222875,0.000222875
85,254.06,0.78925,0.51695,0.91549,0.98248,0.96113,0.98757,0.7834,0.70739,0.44719,0.89777,0.0002105,0.0002105,0.0002105
86,257.01,0.7857,0.51045,0.91101,0.98452,0.96114,0.98656,0.81108,0.67241,0.43483,0.88699,0.000198125,0.000198125,0.000198125
87,259.961,0.78343,0.52138,0.91482,0.98578,0.95804,0.98365,0.8158,0.67425,0.42918,0.88984,0.00018575,0.00018575,0.00018575
88,262.898,0.76623,0.5057,0.90848,0.98336,0.96114,0.98513,0.81487,0.67476,0.42207,0.88847,0.000173375,0.000173375,0.000173375
89,265.803,0.7574,0.49968,0.91694,0.98113,0.96593,0.98405,0.79959,0.65278,0.41687,0.88247,0.000161,0.000161,0.000161
90,268.82,0.74521,0.49731,0.9024,0.98146,0.96118,0.98367,0.80306,0.6718,0.42004,0.8908,0.000148625,0.000148625,0.000148625
91,304.303,0.76682,0.50795,0.91941,0.98454,0.96296,0.98383,0.78014,0.66873,0.41352,0.88723,0.00013625,0.00013625,0.00013625
92,307.357,0.74467,0.49277,0.88699,0.98171,0.96363,0.98218,0.79921,0.69584,0.42864,0.89584,0.000123875,0.000123875,0.000123875
93,310.261,0.68733,0.46523,0.89117,0.98292,0.96323,0.98403,0.80407,0.66859,0.43014,0.88682,0.0001115,0.0001115,0.0001115
94,313.12,0.65297,0.45042,0.87099,0.98203,0.96352,0.98273,0.80344,0.65932,0.42483,0.88556,9.9125e-05,9.9125e-05,9.9125e-05
95,316.061,0.68661,0.46326,0.89226,0.98048,0.96408,0.98009,0.78734,0.73895,0.44821,0.9081,8.675e-05,8.675e-05,8.675e-05
96,318.847,0.6686,0.46008,0.8755,0.97984,0.96275,0.98094,0.80167,0.67092,0.4218,0.88868,7.4375e-05,7.4375e-05,7.4375e-05
97,321.65,0.65872,0.44641,0.87217,0.98015,0.96364,0.97992,0.81242,0.67355,0.41945,0.88833,6.2e-05,6.2e-05,6.2e-05
98,324.504,0.65361,0.44654,0.87399,0.98088,0.964,0.98005,0.80434,0.67,0.41924,0.88798,4.9625e-05,4.9625e-05,4.9625e-05
99,327.423,0.6406,0.43961,0.87272,0.98378,0.96408,0.97918,0.80184,0.65843,0.41862,0.88562,3.725e-05,3.725e-05,3.725e-05
100,330.279,0.64366,0.43561,0.86407,0.98541,0.96392,0.97924,0.80962,0.65701,0.41363,0.88615,2.4875e-05,2.4875e-05,2.4875e-05
