Klasse;Best_Conf;Best_IoU;Best_F1
class_0;0.050833333333333335;0.9344263843377314;0.9866666615351112
class_1;0.29583333333333334;0.866978740620219;0.9999999935714285
class_2;0.5408333333333333;0.9294429230477784;0.9473684150692521
class_3;0.050833333333333335;0.9502876488815718;0.9999999945652174
